content,label
김병만씨가 제일 불쌍하내요,1
유재석에겐 형돈이같은 애가 있어야하는데 그걸 조세호가 체우네,1
꼭 찐따같은것들이 저 ㅈㄹ이지,0
김준호씨는 웃는모습이멋쪄요.오늘처럼 늘행운만 가득하시길바래요~~^^김준호씨덕분에 저도덩달아 기분이좋았네요.1박2일 정말 감동이였어요~^^,1
슈씨 빨리죄받을껀받고 아이들잘키우시길요.다신그러지말구요,1
벌건 대 낮에는 손톱 쓰면서 나사박는다고 옆집 양해구하러 가면서 밤시간에는 음악 크게 틀어놓고 고기 구워먹던데. 설정 너무 과한거 아님??ㅋㅋ,1
이지혜 채리나 유리는 결혼하고나서 더 잘풀리고 행복해보이던데 백지영만 좀 그런듯 활동도 예전만 안하고 소속사 재계약도 실패하고..,1
물곰 원래 비쌈... 그럿도 모르고 5인분 시킨 얼간이들 잘못이지... 왜 애꿎은 가게를 욕하지???,1
공항에서 바로 체포해야지!,1
"잘사는사람보면배아픈가,,,?왜난방비니,,서민이니,,돈이많니,,그딴말을하는지,,똑같이살수없고다자기자신에맟춰살면데는것을 부러으면부럽다하던가,,참꼴불견이네,,",1
이정도면 드라마가 아니라 블럭 버스터급영화~~ 왠쥐 베본2가 나올지도.,1
자기 남친 자랑하는거네글쓴여자 속마음은 난 내 남자친구가 청소하고 밥하고 설거지하고 다함^^존나 부럽지 이년들아 ㅋㅋㅋ이거임,0
또또 발담그는 문죄인이아주 찌질해,0
댓글들 왜 저래...무슨 필립 저 사람 솔직히 속이 꽉차서 나이보다 어른스러워 괜찮아보이는거지 돈한푼 못벌고 미나한테 기생하는 중인데 무슨 댓글들이 미나가 미안해얃힌다는둥 남자 자존심이 있는데 가게를 차려주라는둥;;미나가 옛날 사람이라서 방송 보니까 엄청 남편가족들한테도 잘하고 잘 챙기고 너무 잘하던데;뭘 더바래;돈한푼 안벌고 기생하면서...,1
돈이 아깝지 않은 영화 개꿀잼,1
일본인을 업고있네 ㅡㅡ,1
뽕하고 둘이 떡첬는데 기억이 안난다고..ㅎㅎ,0
나도 아버지 원주세브란스 입원했을때근처 모텔에 며칠 투숙햇는데소리 들리더라... 햐..꼴리면서 뭔가 자괴감들고... 암튼 슬펏음 ㅅㅂ..,0
이게 무슨 단발이니,1
코 옆도 줄여야 세련되어 보일듯 싶네요,1
강남 챙녀들 망해라앗,0
하태식이 돌아왔구나?,1
유아인은 항상 옳다. 그가 올린 글이 무엇을 논하든 뭐가 즁요한가? 국민배우 명배우 조민기는 마녀사냥에 의해 살인된거다. 미투 운동하는 사람들은 각오해라.,0
웬지 페미에 문슬람 같노 ㅋㅋㅋ,0
역시 김남주다. 작품마다 실망시키는 법이 없음,0
솔까 나이많고 뚱뚱한 유민상 누가 좋아하겠냐,1
빡대가리인 내가 이해하기엔 너무나 어려운걸?,0
백신 진작에 있었음 시진핑 시발롬,0
청소기 시발 극혐이네 다이슨 미만 전부 짭,0
근데 진짜 궁금한데 안재환이 자살을 했는데 왜 정선희가 욕을 먹는거죠? 정말 궁금해서 그래요 타살이어서 그런건가요? 빚때문에 스트레스받아서 자살한건데 남아잇는사람이 욕먹어야하는이유가 정말 궁금해요,1
이승윤 왜이리 띄워주는지... 한번 나오면 됐지... 넘 자주 나오네,1
내 마음만은 4단계다!!!!,1
큐브가 그렇게 사내연애 많이한다며?,1
버젓이 범죄를 지어도 이렇게 잘나가니깐 법이 있으나마나 한거아니냐ㅡ 썩어빠진 엔터 사업 뒤에서 뒤봐주는 검찰경찰 진짜 한심 그자체 ㅡ 범죄소굴ㅡyg,1
대한민국에 부동산 너무 많다. 집값 못잡는요인에 이들을간과하고있다. 밑에 댓글뭐냐. 다 부동산하는사람인듯!,1
가부장제 한남은 도태가 답이지,0
저게 어딜봐서 노무현대통령 실루엣이지제정신이면 저게 그렇게 보일 수가 없는데?....,0
문재앙 국뻥부가 자랑스런 대한민국 군대를 3년만에 완전 당나라 군대로 만들었다개가튼 정권,0
재잇는데 송은이 좀 안나오면 안되냐말 너무 많고 다른 사람 말 다 끊고 싫다,1
라도아줌마는 노빠문레기들 세상이 천국이랑께,1
대단한 젊은이네요.앞날에 축복이 가득하기를...그런데 미국이니까 가능한 얘기입니다.한국에서는 본인의 의지와 능력만으로 이렇게될수가 없어요. 의전원 입시 보면 알지요.,1
미쳤나봐 진짜 도깨비 후유증이 왜 3년 동안 이어지는데 아니 이게 솔직히 말이 되니? 오늘도 비가 와서 깨비씨 슬픈가 했다 이 정도면 병이긴 한데 나도 어케할 수가 없어 깨비씨 사랑해,0
이 드라마 정말 악플러들 많아서기대안했는데 너무 재밌다.송중기 너무멋짐.김옥빈도 너무 예쁘고.우리나라 드라마 같지가 않음.감탄하며 보고있음.,1
아니 일게이새끼들 200명만 비추찍어도 버티는데,0
배댓조작인가..,1
오정연 보고도 이후 계속 강타 만난 우주안은 왜 피해자인척 하나.. 가해자이지 뭐. 강타가 제일 나쁜거고. 제발 공인이면 이런 비겁하고 치졸한 행동은 하지말고 살자 연애하는건 당연하고 누가 뭐래나? 결혼해도 이상하지 않은데... 이건 아니지.,1
계집이란...시국이 어느땐데 연예인 철없는 신변잡기라니 어의가없네 그냥그렇다고 젠장,0
인교진 연기할때 너무 웃긴데 일상생활이었군요 ㅋ 매력덩어리~~~소이현씨 웃음소리도 너무 좋구~~,1
여자중에 최고봉 비호감 5중에 들어가는애가 나오고 날리래 짜증,1
형도니는. 그만 나왔음한다!,1
미친 감방에 있어야 할 인간이 기어나와 이야기하는 꼴이라니! 그 돈은 누가 갚을 건데? 국민이 호구인 줄 아나 이리저리 다 퍼주고 돈 다 갚아주고 버는 사람은 없고 결국은 나라망한다!! 국민들이여 정신차리고 갈아엎자!!!,0
은퇴해라..,1
난 취중 고백 이런거 존나 이해안감 술취해도 난 어느정도 뇌는 컨트롤 되던데몸은 안따라줘도,0
개독교가 얼마나 사이비종교인지는일본을보면 알수 있음 ㅋㅋ일본은 개독교가 없는 나라인데 지금까지 미국 다음으로 세계최고 경제대국임 ㅋㅋ,0
그냥 평범한 사람이해도 칭찬받을 일이죠^^얼굴이 재산인분이 대단하시내요 연애인들 사건 사고만 보다가 이런글보니 참 훈훈 하니 좋으내용ㅋ,0
로버트 패틴슨 진짜 찐멋..,1
지인들 다 있는 자리에서 포옹한번 한거가지고 연애를 한다 어쩐다...게다가 cctv까지 들추어내서..,1
이쉽네ㅠㅠㅠ그래도 수지언니 화이팅! 배가본드 너무 기대된다ㅏㅏㅏㅏ,1
이드라마 아줌마 이외엔 아무도 안보는...,1
꼭 한국한테 열폭하는 나라들에서만 이런 일이 터지네? 일본은 잘 나가도 그러려니 하면서 한국 잘 나가는 건 그리도 아니꼽냐? 지나년놈들이고 태국년놈들이고 다 우물안개구리에 무식이 하늘을 찌르더만.,0
아니 제발 시즌1 설정 좀 까먹지말라구여ㅅㅂ,0
잔소리 말고 내게 와줘..와줘!,1
아부지 그기서 왜 튀어나온당가? 정경호 멋있당~,1
잘사세요~,1
드뎌 김종국 짝을 만나듯 이제 남자답게 고백만 남았다,1
김종민이 너무 잘 불러버린 노래,1
보내줄꺼 보내주고 이제 시작하는일에 더 집중하는게 맞지 뭘 ㅋㅋㅋ 시발,0
안궁이오~~,1
일상생활 가능해도 전쟁에 투입될 정도까지는 아니라서 보충역 가는 걸 수도 있는데 왜 비난하지? 물론 안 좋은의도로 악용하는 건 안 되지만,0
부럽다 새꺄,0
씨발넘들,0
정말 물신양면으로 발벗고 나서서 카메라없는 곳에서 진심을 다해 봉사활동 하시는 분인데 소속사 이미지 때문에 의심을 받으니 안타깝네요 ㅠ정말 좋으신 부부입니다,1
겸손하게 고사하는 백종원 과 그걸 또 받는 유재석의 그릇의 차이가 너무 확연히 느껴졌습니다. 진짜 대상은 누가봐도 이견없이 백종원 이라고 생각합니다.,1
범인은.. 김승우,1
강현석이 잘못했지만 친구도 잘한거 하나없다,1
추자현은 이걸 알아야 할거야... 잘할때 더 잘해야 할거야... 이렇게 막나가다간 상냥한 다른 여성을 만나게 되면 바람필 가능성이 높다는...,1
쑈를 하는구만,1
이 개넘의 짱개들 ! 지네들이 바이러스 만들어 전세계 퍼트려놓고 백신 선점해서 팔아먹으려고? 일본넘들보다 더한 쓰레기들,0
남순인가 뭐시긴가 방송만 나가면 일터지냐? 이영호 사건도 그렇고... 일인 방송좀 집어쳐라.,1
와 거울들은 보고 댓글다는거야 언냐들?ㅋㅋㅋㅋ 기가찬다 ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
안본다고 전파낭비,1
멋있기만 하구만.이러다 헤어지면 헤어지는거지뭐.연예할때 맘껏 즐기는거 보기 좋은데.내숭보단 훨씬 낫다.화이팅!!,1
홍위병들 뭉가 추가 위한다고 아가리 돈이 들어오나?,0
개판이네 김준호는 디엔에이에 도박있는듯 차태현도 실망이다. 틀딱들만 보는 프로 폐지해라,0
좋게좋게 넘어가지 않아야 좋은 세상이 온다,1
에이 예쁘던데요,1
설계자? 뭔 떳따방이냐... 설계하게그리고 뭘 설치했는데...? 방송국에서 다하고뭘 누가 어떻게 설계했는데? 기자야 말장난 좀 그만해라... 징그럽다. 니들의 이런 기사...,1
지금 임현주 아나보고 부들거리는건 화장발 사진발 뒤에 숨은 꼴페미들인듯....지들보다 모든게 뛰어나니...,0
해물탕이뭐어때서 ㅋㅋ 아들이름이 베터리던데,1
코앞만 볼 줄알고 멀리 볼 줄 모르네요.아이들은 미래입니다. 그래서 복지가 필요한 거구요.,1
이름이 부끄럽습니다,1
나이도 자셨는데 결혼하고 안정 찾으시죠...,1
멘탈갑 이x정,0
앞에 쟤임? 남자냐 여자냐,1
와 김세정 와꾸 왜저렇게변했냐,1
이 분 왠지 진국이실 듯~!,1
요즘에 결혼하고 밖에 나가서 돈 안 벌어오고 집에서 애 육아 참여 안 하는 사람이 어딨냐.,1
그래 죗값 치루면된다. 그리고 다시 방송에서 보자!,1
나만 이찬오가 이해되나? 세상에 얼마나 성격 쓰레기 같은 뇬들이 많은데.. 말싸움 잘못했다간 칼들고 설친다. 내가 수많은 사람을 만나봤지만.. 남자들은 보통 20%가 나쁜 새끼던데.. 여자는 20%만 봐줄만한 성격이더라,0
잔나비 힘네세요 당신의 노래가 우울한 내 생활의 한줄기 빛입니다 잔나비 노래 안 들으면 불면증으로 잠을 못이룹니다. 당신들의 노래는 내 인생의 빛입니다,1
빵소군... 노래가 너무 좋아서 기절할 것 같아요 기타소리 들릴 때마다 고막 녹아내리는 중...,1
원걸과 bts를 보면 빌보드에서의 현지화는 마치 케이팝에 도전하려는 외국인과 같은거임 bts같이 자기네 세계에서 정점찍고 있으면 서양애들이 그 능력을 읽고 알아서 받들어줌 원걸이 세계진출에는 실패했지만 케이팝 시장 측면에서는 현지화는 절대 먹히지 않는다는 큰 교훈을 가져다줌,1
아이고ㅠ 아가 불쌍해서 어떻게하니...그 엄마 마음아파서 어째...,1
전지현은 추후에 재단을 만들고 싶다고 했어요 훨씬 베푸는삶을 꿈꾸는 사람임 저정도 대스타를 이십년간 유지하는건 네티즌들의 말에 쥐똥도 신경안쓰는 건강한 삶의 방향성이 있어서임,0
국민들의 알 권리를 위해 디스패치를 지지하며 응원합니다!,1
좆병신들 부페 맛없다고? 니 애미애비가 해주는밥 인증해서 올리고 그지랄 해라 븅신들아 애미가 밥안차려주면 방구석에서 라면이나 끓이고 있을 새끼들이 아가리는 시발,0
니에미 자궁 방사능 오염됐다는 말이있던데,0
눈치가잇냐없냐 ㅡㅡ no일본해도 이런놈들때문에 일본이 호언장담하는거다 ㅡㅡ,0
소문난잔치였네게스트세프두분엠씨합이쿵작작요런게유쾌한예능이지두분우정과모든일승승장구하시길,1
"이것도 언젠간 ""그만좀하자"" 소리 나올듯..세월호 때도 잊지말자 해놓고 그만좀해라 소리 하는데..범인들은 그때까지 존버하면 되지..",1
역시 힙합은 마약과 떨어질수없는 장르지. 그만큼 한국 오버 힙합은 YG가 책임지고있고 나머지는 걸보뎅이 그룹이나만들고 젖내노고 궁딩이 흔들며 한국음악 좀먹는 그획사 바께없음 법이 법이니만큼 힘들겠지만 다들 기운내 YG화이팅!,0
말할수록 매력이 없는 스타일.... ㅜ,1
믿고 거르는 김어준 ㅎㅎ,1
퍼거슨 당신은 언제까지..,1
역시 이연희 실력파 연기배우,1
손흥민보단 황의조.황의찬.이승우가 다시 보였다ㅋㅋ 골잡이들^^ 조현우키퍼도 잘했고,1
고현정은 이번 뿐만 아니라 벌써 여러 번 이와 비슷한 사건이 있었죠... 이제는 한 물간 분인 데 뭐가 아쉬워 이런 애를 기용하는 지 참 이해가 안되네요... 인성 좋고 연기 잘 하는 애들이 얼마나 많은 데.. PD 잘못은 이런 애를 기용한 죄!,1
러시아는 전통적으로 기초과학분야 최강국이었음. 스냉전시대 양강구도에서 미국에게 패권을 빼앗기긴 했으나 그 우수한 과학자집단은 아직 건재함.,1
중국 러시아는 뭐다? 입만 열면 구라,0
이진..난 성깔 있는 양악수술녀 그이상 그이하도 아님양악 하고 예뻐진건 인정 데뷔초 빈티싼티 작렬,1
혼전임신이 뭐 요즘 흉도 아니고..혼수라며ㅎ 오히려 요즘 시부모들은 자식들 나이들어 결혼하다보니 불임이니 딩크족보다 차라리 낫다고 좋아하는 분위기라고 그러더라구요,1
역시 사람은 변하지 않네노인네 폭행하고 자숙한답시고 산에들어가더만앞차가 차선좀 밟았다고 보복운전에욕설까지? 불구석기소 될정도면얼마나심햇다는거야,0
뉴이스트 강동호인줄알고 인자 빛보는데 미쳤다고 욕하며 클릭하니 그 강동호가 아니네,1
ㅅㅂ 이게 나라냐?,0
관장좀 하고나서 씨부려 아이참 냄새나,0
임이랑 미만 잡,1
솔까 까는건 좌좀이 제맛이지깔게 노무 많거든,0
키 170 27살 따먹은여자 23명 ㅁㅌㅊ?,0
오빠 판박이! 애들이 귀티가 흘러요,1
타이슨 부인 건든놈.. 진짜 대단하다 ㅋㅋㅋ,0
호오 돈 많이 벌면 사생활 없어도 되는거? 그 기준은 연봉 얼마 부터임? 연예인들은 끼와 재능 그리고 이미지를 파는거지 무슨 얼굴을 판다는 소리임?,1
개씨발 나라 개좆같네다 디져라,0
이 댓글에 81%가 남자구만 한남끼리 박수치고 여자욕하면 좋냐 정신병자들아?,0
테러는 북조선 중앙 일베가 전문이잖아. 양심도 없는 샛귀들.,0
소지섭 남성팬으로써 정말 잘어울리고 드디어 반쪽을 만나신점 축하드립니다.,1
전설의 넘버원 최고그룹 hot의 문희준님 최고이심,1
조세호는 승무원도 하고 군대도 가고 바쁘네,1
이런 미개한 국가에 온갖 돈이란 돈은 다 퍼주는 문재앙이는 무슨 생각인 걸까...,0
미친놈들아 카투사 가라고 지들 능력안되는것들이 여기서 지랄들이야 돈많은것들 부역하느라 뭐가 옳은건지도 모르지?,0
근데 현실에서 보좌관이 저렇게 나댈 수 있음?,1
근데 5살도 유모차 씀?? 애가 15년 초 출생인걸로 아는데.. 5살이면 유모차탈나이는 지나지 않았나,0
역시 메갈 페미는 돈이 된다... 얼굴 까고 나와서 저런식으로 하는게 여자들 종특이지... 여성운동가들이 그렇게 성장한거임,0
악플러의 대부분은 여성이었습니다 아직도 기억나네 페미년들 뭐만하면 남자들이 죽였다 이런식으로 프레임 몰아가다가 그알에서 팩트밝혀졌는데도 ㅈㄹ하던거...,0
방송 나올때 너무 이뻤어요~,1
기사도 광고료받고쓴다고 표기해야합니다,1
신경쓰지 마세요가수가 노래만 잘하면 됨남의말 좋이ㅡ하는 사람들 많쟎아요,1
저걸로 기분 나쁠까? ㅋㅋ 귀엽노 북한쉐리들,0
ㅋㅋㄱㅋㅋㅋ세상 참좋아졌어 옛날같음 한놈은 감빵 한년은 다방행인데ㅋㅋ,0
조재현씨 웅원합니다 끝까지 무고죄 파헤쳐서 승소하기 바랍니다 -- 꼴페미년들의 인민 재판 꼴보기 싫네요 조재현 화이팅 정의가 승리한다,0
존못인데ㅠ,0
집장만도 같이...유산도 같이 ..돈벌이도 같이..요즘은 아들이 더 불쌍해,1
미국이 잘도 미개한 똥양인 반도새끼들을 51번째 주에 넣어주겠다ㅋㅋ한치앞도 못보는 병신 개돼지들 투성이에대표로 뽑은 새끼가 문재인ㅋㅋㅋ 수준ㅋㅋ,0
비호감인거 뻔히 알면서 방송에 왜 쓰는지 이해가 안간다.,1
한녀들 웃긴게....정작 지네들도 지애비 정자땜에 태어나놓고 ㅋㅋㅋㅋ 한남한남거리네 ㅋㅋㅋ 니네애비들도 한남이야 ㅋㅋㅋ 정신 좀 차리자 ㅠㅠ 풉,0
가만보면 이수근 개그 은지원이 제일 좋아함 ㅋㅋ,1
아웃이란걸 저선수도 알고 있었습니다. 다시 배트 줍기 귀찮았겠죠? ㅋㅋ,1
저도 순수한 프로틴 덩어리인 정액비누 만들어 드릴게요,0
"담주끝 안돼,,,,,,시즌2 해줘요",1
저는 피오가 지디나 민호의 차림이 과하다고 자기는 단정한 차림이 좋다고 한걸 듣고 좋았어요 물론 연예인이니까 자기만의 화려한 모습도 좋지만 모범생같아서^^,1
적잖은 나이일텐데 결혼 해아지요 ~,1
역삼 교대쪽 다단계팔이들도 마찬가지다 대부분 국세청 소득통계 보면 쟤네들 월100만원도 못버는 병신들이90%이상이라고 보면됨 어설픈 세미정장입고 우르르 국밥집 편의점도시락 전전하는 카페충들 대부분 다단계 병신들이다 배운건 없고티비 연예인처럼 화려한 삶은 살고 싶고 무작정 서울올리와서빠져드는게 저딴 병신짓거리 ㅋㅋ이글 보는 다단계충 보험충은 무능력하면 공부를 하거나 몸쓰는 일해라개병신주제에 강남물 흐리지말고 ㅎㅎ,0
저 방송을 내보낸 방송국이나 pd나 저걸 촬영한 애미나 다 이해가 안가네 저거 내보낸 자체로 고인 모독에 최자 한테 화살 다돌리는거 아냐 설리 죽은건 악플러들이거 그 악플러 애부분은 꼴패미 였는데 또 우르르가서 최자 sns 테러 하고 있겠지 악플러 련들,0
이병헌 키167인데 ㅋㅋ,1
와 근본 진짜 지리네,1
이혼 나라도 하긋따징그러워 꺼지라,0
이건 뭐 변호사 변론비용도 아니고.. 좀 심하네.,1
근데 본인은 이쁘다고 올리는 사진임?,1
아무리 지 돈 아니라지만 정말 돈 쓸줄 모른다. 살림살이를 잘해야 하는디 걱정이네. 빚은 쌓여만 가고. 내 돈이 아니니까~~~,1
아 하룻밤만,1
니들 재미없으면 쳐 보지말아라 조오온나 재밌고만 조오올라 지이라알 떨고 자빠졌네 다음주에 또 보러올꺼면서ㅋㅋ,0
��쓰레기 웹툰들이 왜케많냐,0
인생 참 잘풀린케이스네. 남들은 한번 무너지면 십년넘게 허덕이는데. 이래서 집안이 좋아야 사업하기가 수월함.,0
니엠착한불고기,0
최씨 만만치않은데,1
좌티비씨가 사람죽이노,0
놀고잇네 ㅋㅋ 연기연습이나해라 ㅋㅋㅋ 지가무슨 맨날 예능만 찍어싸고이쁘가이쁘다 하니까 신났네,1
로이킴 얘기하는 사람들 많은데. 친한것도 분류가 있지않음? 심지어 술마실때도 조용히 먹고싶을때 친한친구. 미친듯 놀고플때 친한친구등등. 함부로 억측하지맙시다,0
이런데도 국내 언론사들은 아무런 기사를 낼생각을 안함 기자라는 새끼들이,0
이제 꽃길만 걸으시길,1
딱봐도 노이즈 마케팅 듣보잡 그룹 띄우려고 한거 같은데 인성문제로 역풍 맞을지는 몰랐지 힝~,1
이제 하나님 믿고 천국 가자,1
애는 이름검색사진에 죄다 비키니사진이냐 ㅋ 이혼하고 얼굴이며 가슴 수술했나보넹~ 직업도 빵빵해지고 혼자 즐기면서 살아랑~~,0
성형갑,1
말이좋아 선한 영향력이지...만약에 반대라면...???,1
어저께부모님제사모시고현희씨보고나또한얼마나부모님생각하며눈물이나던지현희씨힘내서어머님잘모시고열심히살아요.,1
저여자는 연기할때도보기싫고 얼굴이 정이안가~갈수롭 비호감만 나오네 첨 인물들로 바꿔라,1
본인은 안탄다고 올려놓고.. 타다 걸리면 괜히 욕먹잖아,1
신혼부부에게 백튜브는 빛과 소금 그자체다,1
오빤 연예인 이잖아. 니가 이해해줘~ 알겠지? 대신 연예인인 오빠가 사귀어 주잖아~,1
애들 허파에 바람 겁나 집어넣는 프로그램 ㅋㅋ 그 와중에 떡은 누구 손에 가는지 ㅋㅋ,1
그놈에 일본 얘긴 무덤까지 계속 얘기하겠네 ㅋ,0
그 연장선에서 박사모틀딱을 다 죽여야 그게 보수가 사는 가장 중요한거임 ㅋㅋ 설명하자면 길어지는데 암튼 틀틀거리는거는 잘못 아님,0
용두사미. 실망했어요.,1
그동안에는 게스트 빼고 삼시세끼 출연자가 남자 출연자로만 이루어져서 좀 그랬는데 이번에는 여성 출연자로만 한다니 기대가 됩니다,0
이시언 배우면 연기로서 승부를봐야지 예능같은데나와서 듣보잡연기자가 인지도높일려고 어색한몸짓하면서 수작부리니까 비호감되고 악플팬늘어나는거다 다른연기자들봐라 예능에나오는가 가끔 단발성으로 라디오스타예능나와서 잠깐얼굴비추고 연기로승부보고있잔아,1
유재석 노래 음식점에서 맘충들이 흥얼거리고 존나 따라부르던데 가만히 들어보니까 잘부르는 것 같기도 하고...,0
인직이형 사랑해요❤️,1
나는 누군지 아는데조나게 말하구싶어 미치겠다 ㅠ-ㅠ 좋아요 1000개 넘으면 공개합니다 ^^ 좋아요 꾹~~ !!!,1
법륜이도 요새 돈이궁한가보네 예능에 나오고 역시 헬조선 불교클라스 개독급,0
당신은 관종 느낌이 너무 강합니다. 이슈에 숟가락 얹어 화제될 생각 마시고 조용히 계시면 안되겠습니까?,0
누구?.....진짜누군지모름 ㄷㄷㄷ,1
코열라크네ㅋㅋㅋ,1
권지태는 도대체 뭘 먹고 살면 15세에 저렇게되냐.. 15세에 발육 탈모 다잡았네,1
낙원이가 조실부모하고 맘고생해서 그런지 역변해서 안타깝다...ㅜㅜ 근데 무원이는 동생옆에 붙어있지 뭐하는지...허준호가 아무리 니가 지나간 자리는 다 폐허가 됐다고 쿡쿡 찔렀어도..지금은 그 불안감 이겨내고 동생지키려 동분서주하고 해야지 결정적으로 뭐 하는게 없어,1
으휴 찌질한 새끼..뇌가 신선할때 일을하든 공부를 더 하든 뭐라도좀해라 일베와서 댓글로 저게 자랑이라고 저딴 뻘글 쓰면서 칭찬받을라카지말고,0
이 드라마 망한걸로 아는데 오늘이 종방였군,1
구형이 2년이면....몇일 선고되려나 ㅡ ㅡ,0
물론 은혜의강 같은 멍청한집단은 욕먹어도 쌈. 욕 더먹어야됨,0
영상보니깐 팬들 앞인데 몸 터치 했다가 괜한 오해 받을까봐 머리카락 살짝 댕긴거 같던데...보면 살짝 대기고 그 여자아이돌이 그쪽으로 돌아 걸어와서 쎄게 당긴거처럼 보이는거지 살짝 당긴 듯...,1
육중환 이 새끼 가 결혼 하고 돈에 미쳐서 딴맘 먹었다,0
이휘재 나오지마라,1
활동을 더 많이 했었어야지..목소리는 계속 변해가는데..그 변한 목소리를 들을 기회가 많이 없었어..,1
"앵커라는 사람이 사건이나 흘러가는 상황에 대한 인지가 부족한건지, 생각이 없는 건가 했다.. 윤지오씨가 언급 못하는 이유를 설명하는데 가만히 듣지도 않고, 특종에 목마른 사람 마냥 몸을 뒤틀고 상대방 말 끊어가며 이해하지 못하겠다는 그런 말투까지ㅋ 정말 무례한 사람이고 MBC 뉴스의 수준까지 낮아보이게 만든 사태네요.",1
ㅋㅋ남욕하기전에 늬들 집구석이랑 인성부터 뒤돌아보고 댓글써라 아 그리고 전신거울도ㅇㅇ,1
그래도 유혹자 포상휴가는 가야죠,1
충북 충남 충청도 동물의 왕국,0
그게 왜 김도읍한테 지랄할 일이지?,0
남의 학력으로 왈가왈부 할시간에 미세먼지나 걱정해라 니들은 하버드라도 나왔냐? 어휴,1
초등학생은 가족등본 확이 하면 들어가게 해줘아지,1
두분 어울리네요,1
96년도 지방에서도 아파트 가격이 제일 비쌋다던 부산에서 24평 신축아파트가 8000만원 정도 했다. 저 당시 지방 소도시 아파트 가격이 1억이었다면서 구라치는 마닷 쉴드러들 좀 닥쳐라,0
편히쉬소서,1
조인성 연기 ㅈㄴ 못함 ㅇㅈ??,0
기자님 이성재요???육인데,1
페미년들 설리가 최자랑놀아난다고 지들은 탈코했는데 남자들한테 인기얻을라고 하는 설리가 아니꼬워서 그 g뤌을 떨어댔으니 후...불쌍한설리,0
보성이형같은 영화출연했다여자주인공 때문에날벼락 맞은 덕제형좀 어찌해봐요남자주인공이 너무하네요형은 알잖아요덕제형 잘못없다는거!그게 진정의리 아닌가요?,1
이건 단순히 도박 문제를 떠나서 한국 육아 주부들이 처한 현실을 다같이 돌아볼 문제라고 본다,1
ㅠㅠ 박일성우님이 더빙한 영화를 보며 성장한거나 마찬가지입니다. 목소리 그리울꺼예요.삼가 고인의명복을빕니다.,1
유투버라는 직업이 없어져야함,1
당연한걸 기사를 쓰나. 우리도 욕했으니 재들도 할만하지 머 ㅋㅋ,1
인직 보고싶어 빨리와..멘탈잘케어하구 목도 빨리나아서 다시 웃으면서방송해줘,1
아니 저거 못읽냐고 난 대답 했는디 번역 까지 해줘야됨 초졸새꺄?,0
그냥 노답 쏘시오패스라니까 ㅋㅋㅋ 다 지맘대로 하고 방송빨로 돈빨아먹으려는 양아치일뿐 안가는게 답,0
세상에는 참 다재다능하신분들이 많은거 같아요,1
자살한 영혼은 천국에 가지 못하고 구천을 떠돈다던데 ㅠ,1
문화후진국 조선답게 이런걸 기사화 내는 수준.이러니까 문화선진국 일본의 발톱떼만도 못하지.열등한 조선문화.,0
우리아들을 많이 닮아서 왠지 짠하다극복하고 멋지게 탈바꿈하는 청년으로결국 희망이 되길~~^,0
연예인같지않은 연예인들끼리 어울리면서 연예인놀이 하는구나... 여깃습니다 관심~,1
대기업 백으로 넣어줬는데 월급 꼬박꼬박 받고 아직 어디가면 대기업 다닌다고 말하면서도 대기업 본인 실력으로 들어갔고 잘 안 맞아서 백으로 넣어준 사람 쌩깐 느낌인데,1
"에휴 ...배우들 스탭들만 불쌍타...근데 여기서 사실무슨이고, 알지도 못 하면서..이렇게 까대시는지... 현장에 계시는 분 있으면 분명히 본인 밝히고 글 써라! 나pd 정유미 루머설 퍼트린 사람이 결국 방송국 작가라지? 애먼 허유설 유포하지 말고 본보기로 배우 마녀사냥하지 마라",1
유리를 왜 언급하는데,1
아니길 바랬는데. 그런식으로 친하지 않길 바랬는데... 둘 다 어렸을 때 가수가 되기 위해 열심히 했던 사람들인데 왜 지금은 이렇게 된 거야...,1
아이들이 미래의 얼굴입니다 당장은 인력이 안될지 몰라도 나중을 생각해야죠 애키우는게 보통일이 아닙니다,1
"중국,베트남 좀 나가면안되냐?",0
빅뱅 빠순이들은 남녀평등 페미니즘 외칠 자격 없음.그리고 페미 메갈들아 이런 일에는 왜 이리 조용하니?여자를 성적 도구로 아는 남자들이나 돈주고 경비 대준다니까 넙죽 간 여자들이나 다 공격하고 비난해야 할 것 아니냐,0
전 기아차 10년 현대 그랜저 2년 타고 있는데...다음 차는 볼보 살거예요,0
유시민과 관련된 구린것도 없애버리네 저 미친 시발 새키가,0
이성경님 캐스팅은 좀 아쉽습니다,1
갑자기 하는거 보니 임...,1
더러워 존나,0
난 절대로 숀 욕하는 사람이랑은 안논다 @.@,1
군대는언제가노노노,1
메이웨더는 순 깜둥이인데 잘생긴편이고목소리도 ㅈㄴ 멋짐자기 직업벌이에 프라이드도 높은편이고무엇보다 엄청 노력하는 편이지그래서 멋있음,0
딴사람 같다...이뻐요,1
현실적 이유는 돈이죠 !! 말은 바로 합시당,1
서울 30년된 낡은 빌라 301호 문 여니 탈영병이 있었다,0
넌살아있다,1
두 사람 사이에 이승환 공이 큰데...이승환 언급은 없었나 보네요,1
이런 컨셉의 화보도 잘어울리시네요^^,1
