No,hate,offensive,comment,
10235,FALSE,TRUE,"I don't owe you shit, bitch, leave me alone",
10236,FALSE,FALSE,I don't own any #Onslaught on #Vinyl I may have to get one now. Their new Lp is available in army green coloured vinyl,
10237,FALSE,TRUE,I don't pity or hate #faggots. Sexual mutations are necessary side effect of #evolution. BUT PROLIFERATION at 4% is a sign #humans fucked UP,
10238,FALSE,TRUE,I don't put nothing pass nobody when it comes money n pussy.,
10239,FALSE,TRUE,I don't respect money ... Respect real niccas!,
10240,TRUE,TRUE,I don't talk to niccas I talk to god we can relate,
10241,TRUE,TRUE,I don't trust no bitch ... I dog em out,
10242,FALSE,TRUE,I don't trust these bitches,
10243,FALSE,TRUE,I don't understand how you can be such a bitch,
10244,FALSE,TRUE,"I don't understand when people say ""yea, my first time smoking I didn't get high"" 

Cause damn that fuckin sucks bruh I was retarded high",
10245,FALSE,TRUE,I don't understand why they mad at her making a track that spoke volumes about you muthafuckas. All the hoe &amp; bitch tracks about females,
10246,TRUE,TRUE,I don't want a bitch that a nigga already had I want sumn new ... Or a runner it's too easy nigga I accept the challenge,
10247,FALSE,TRUE,I don't want a bitch that's erybody bitch !,
10248,FALSE,TRUE,I don't want me no good girl I fell inlove with these freak hoes,
10249,FALSE,TRUE,I don't want no Philly disease lol Thot bitch,
10250,FALSE,TRUE,I don't want no boof hoes or no burnt girls !,
10251,FALSE,TRUE,I don't want sex bitch I only want ya neck bitch lol,
10252,FALSE,FALSE,I don't want to deal with yesterday's trash! There's a reason it got thrown out in the first place,
10253,FALSE,TRUE,"I don't. (._.) RT @FvckFresh: Light skin Bitches will have 30 unread texts &amp; still tweet ""Nobody to talk to"" .. You bitches is outta control",
10254,TRUE,TRUE,I donated both of my (very expensive) prom dresses to teens who couldn't afford to buy one. Don't be a selfish bitch.,
10255,FALSE,FALSE,"I done been to the top, I done sipped the juice/ and with that being said, bird crumbs will NEVER do!",
10256,TRUE,TRUE,I done dun all kind of shit y'all niccas just fills shit!,
10257,FALSE,TRUE,I done hit bout 6 threes out this bitch,
10258,FALSE,TRUE,"I done seen a lot of fake shit. That bitch ain't bad, she's basic.",
10259,TRUE,TRUE,I dont even say nigga i say nigger. Im like Chuck Norris. I say the nigger word without checking over my shoulder.,
10260,TRUE,TRUE,I dont fuck wit hoes or broke bitches,
10261,TRUE,TRUE,"I dont give a single shit who you are, if you wear a suit and white cotton socks I am just going to assume you are functionally retarded.",
10262,FALSE,TRUE,I dont got no type... Bad bitches is the only thang that i like! You aint got no life.. Cups with the ice and we do this every night!&#127926;,
10263,FALSE,TRUE,I dont hide bitch im high when im in public,
10264,FALSE,TRUE,I dont kiss none of these hoes &#128567;&#128586;&#128069;&#128581;,
10265,TRUE,TRUE,I dont know a niggah that could cover for me,
10266,TRUE,TRUE,I dont love these hoes .,
10267,FALSE,TRUE,I dont mess with sneaky ppl nd they hoe intentions,
10268,TRUE,TRUE,"I dont mind gay people but the flamboyant ""hey look at me Ima faggot"" kinda gays annoy me. bruh just play wit ya booty in peace. ion care.",
10269,FALSE,TRUE,I dont say fuck bitches get money because i love em both,
10270,FALSE,TRUE,I dont think ive ever seen a fight on the real world. I mean a word fight yeah. tons of times. but damn! that bitch swung,
10271,FALSE,TRUE,I dont understand rich people who dress like trash,
10272,FALSE,TRUE,I drag a bitch by her hair CAPTAIN CAVEMAN NNN!!!,
10273,FALSE,TRUE,I dream about having twin girls a lot yea karma I know it's you bitch,
10274,FALSE,TRUE,"I dress how I feel, if I felt like a bitch id dress like one",
10275,FALSE,TRUE,I drive by and them bitches waive but girl I can't stop,
10276,FALSE,TRUE,I eat generic Oreos.. Baller with a budget bitch.,
10277,FALSE,TRUE,I eats the pussy.,
10278,FALSE,TRUE,I fear no niggah I trust no bitchhh..,
10279,FALSE,TRUE,I feel bad for all you bitches that have never been to Disney World &#127984;&#128081;,
10280,FALSE,TRUE,I feel bad for her nicca tho ... Ya girl a hoe my nicca!,
10281,FALSE,TRUE,"I feel bad having this info but at the same time , karmas a bitch,",
10282,FALSE,TRUE,"I feel every song I hear is a soundtrack to my life. For 1 relationship & against another?? Keep in mind, the last song was pussy control!",
10283,FALSE,TRUE,I feel like I got bitch slapped by karma.,
10284,FALSE,TRUE,I feel like I should be sad and all that pussy shit but I am just so pissed right now idk what I'm feeling.,
10285,FALSE,TRUE,I feel like a bad bitch when I wear my rhinestoned pocket jeans .,
10286,FALSE,TRUE,I feel like a bitch that just got her heartbroken a day before her wedding,
10287,FALSE,TRUE,I feel like a swag fag w this shirt lmao http://t.co/P2x2qbejOh,
10288,FALSE,TRUE,I feel like apart of the in crowd like yes bitch lets indirectly talk shit &#128514;,
10289,TRUE,TRUE,I feel like its gon be a homo revalution round dis bitch deez niggas expandin,
10290,FALSE,TRUE,I feel like slapping a bitch,
10291,FALSE,TRUE,I feel like that niggah Pac these bitches set me up.,
10292,FALSE,TRUE,"I feel like this hoe owe me something ..,",
10293,FALSE,TRUE,I feel so alone. I miss my #wife so much. I hate the white trash who raped and killed her and our daughters.,
10294,FALSE,TRUE,I feel sorry fo niggas dat gtta make up shit to lie about. I would hate to have to think that fuckin much.#bitch,
10295,TRUE,TRUE,"I feel sorry for mexican and Asian niggas, they got the worse shaped bitches on earth.",
10296,FALSE,TRUE,I feel the sorry for the nice people in this world because they're actually the solution. Its all you hoes and assholes thats the problem,
10297,FALSE,FALSE,I feel utterly retarded. Thanks big brother&#128563;&#128514; @Crawford96M,
10298,FALSE,TRUE,"I fell in love wit my side bitch, crazy thing she wasnt even my bitch",
10299,FALSE,TRUE,"I fight for what I love, but you make something of bitches I think nothing of.",
10300,FALSE,TRUE,"I figured that if hoes wanna play games, fuck em and leave em :)",
10301,FALSE,TRUE,I find a new song I like and play that hoe way more times than I should lol..,
10302,FALSE,TRUE,I find it FUNNY ASF how people will try and tell you how you should live YOUR life. Like bitch! Stay in my shadows thank you lol &#128514;&#128514;,
10303,FALSE,FALSE,I find it amusing that Senator @tedcruz is an anchor baby. #LMAO,
10304,FALSE,TRUE,"I find it hard to believe cee-lo raping hoes, it's too easy to get them panties off when you successful",
10305,FALSE,TRUE,I fink this catfish shit is funny afta all how can this bitch thinks that she was talking to bow wow doe &#128514;&#128514;&#128514;,
10306,FALSE,TRUE,I flipped dat pacc said fucc a bitch n went and did it again,
10307,FALSE,TRUE,I follow sum bush ass bitches on here &#128565;,
10308,TRUE,TRUE,I forgot how white trash Texarkana was... Well it is arkansas so.... &#128514;,
10309,FALSE,TRUE,"I found the ""boom, boom, boom, waaaaay ho"" girl. How the fuck does someone sing for 5 years and not progress at all? http://t.co/o6R9bYT5De",
10310,FALSE,FALSE,I found your arm in that trash receptacle and your leg in the mud down by that stream.You should consider keeping better track of your limbs,
10311,FALSE,FALSE,I from the planet of apes king Kong clips,
10312,FALSE,TRUE,"I fuck alien bitches, demon and angel bitches, a couple of centaur bitches, got really drunk and fucked a dragon chick a couple times..ughhh",
10313,FALSE,TRUE,"I fuck bad bitches to stacy lattisaw, why you nigga's balls blue like an avatar?",
10314,FALSE,TRUE,I fuck bitches &#128175;&#128536;&#128541;&#128539;&#128525; better watch yah hoe &#128175;&#128129;&#128168;&#128069;&#128109;,
10315,FALSE,TRUE,"I fuck with lux and his knowledge but mooks presence, delivery is connecting more to the people. Crazy.",
10316,FALSE,TRUE,I fucked the bitch I used to dream about and coulda died when I came from disbelief. Nah I dont wish to speak on her name that shit is weak,
10317,FALSE,TRUE,I fucked the shit out yo bitch yesterday til she couldn't stand straight she called me earlier asking could she come and get a replay,
10318,FALSE,TRUE,"I fucked your little sister last night
The pussy was right 
The pussy was tight",
10319,FALSE,TRUE,I fuckedd your bitch than gave her a snack pack,
10320,TRUE,TRUE,I fuckin hate this bitches voice OMG,
10321,TRUE,TRUE,"I fucking hate this fucking neighborhood, these fuckin bitches have someone over everyday ya3ne.",
10322,TRUE,TRUE,I fucking hate you niggers bruh... http://t.co/OeTK4f94BO,
10323,FALSE,TRUE,I gain a few pounds a bitch look thickkkkkk,
10324,TRUE,TRUE,"I gassss on these niggas, I got gas for all these hoes",
10325,FALSE,TRUE,"I gave my aunt my tupac greatest hits CD , that bitch is lucky I love my tupac CD",
10326,FALSE,TRUE,I get a 50 pound bag of dawg for the mutts,
10327,FALSE,TRUE,I get bitches on tinder,
10328,FALSE,TRUE,I get gwop now that bitch remember me,
10329,FALSE,TRUE,I get more nudes than all you bitches &#128526;,
10330,FALSE,TRUE,I get so deep in that pussy i touch the back of her soul!!!,
10331,FALSE,TRUE,I give my niggas hope and sell these bitches dreams!,
10332,FALSE,TRUE,"I give off the Selfish little bitch vibe, but if you get to actually know me I tend to put others before myself 24/7",
10333,FALSE,TRUE,I gonna start unfollowing angry bitches. Shit is mad depressing,
10334,FALSE,TRUE,"I got .05"" of rain yesterday including the bird shit in my gauge.",
10335,FALSE,TRUE,"I got 2 bitches if them bitches snitching then finger itchin. shot em the kitchen, Makem wash the dishes.",
10336,FALSE,TRUE,I got 7 A's &amp; a B on my progress report &amp; I still be touchin Bands &#128514;&#128557; bitch get like me &#128527;&#128175;,
10337,FALSE,TRUE,"I got 99 problems and a bitch ain't one...
She's all 99, I think I need a sub machine gun #gratata",
10338,FALSE,TRUE,I got 99 problems but a bitch ain't 1!,
10339,FALSE,TRUE,I got 99 problems but a bitch ain't one,
10340,TRUE,TRUE,"I got 99 problems but a bitch aint one, she's all 99 of em I need a michane gun",
10341,FALSE,TRUE,I got 99 problems but a pussy ass bitch ain't one ;),
10342,FALSE,TRUE,I got California love fuckin bitches to that pop shit,
10343,FALSE,TRUE,I got I.s.s Friday for refusing to give up my phone these bitches can kiss my ass cause there not getting it,
10344,FALSE,TRUE,"I got a Lambo, 2 doors. 2 seater, 2 hoes.. Yokohamas, no vogues. Man that bitch beautiful. - @jesus",
10345,TRUE,TRUE,"I got a Spanish bitch, her name Nina #paranoid",
10346,FALSE,TRUE,I got a cousin thats rollin ... Got a bitch in tha hoovers,
10347,FALSE,TRUE,"I got a gang of old ass drafts, all trash",
10348,FALSE,TRUE,I got a main bitch I got new hoe love my Ak but I got my .44,
10349,FALSE,TRUE,I got a measly 506 followers on Instagram that's probably why these bitches ain't takin me serious,
10350,FALSE,TRUE,I got a missed call from your bitch &#128514;,
10351,FALSE,TRUE,"I got a something that pays me 2 Hunnit every week , only real bitches kno how to manage money &#9829;",
10352,FALSE,TRUE,I got a surprise for you bitches,
10353,FALSE,TRUE,"I got a thick ass neck, tho. 17 1/2 or 18 on these hoes. Can't zip my half zip fleece out this bitch.",
10354,FALSE,FALSE,I got a uncle through marriage dude got hips like big momma I swear all the lil kids mock his walk and he don't even know it,
10355,FALSE,TRUE,"I got ass cheeks on my white tee, all these hoes keep grindin on me",
10356,FALSE,TRUE,I got bad bitches on stand by,
10357,TRUE,TRUE,I got bitches geekin sneaking cocaina cross the customs &#128131;,
10358,FALSE,TRUE,I got bitches nervous like virgins flirtin wit uncle mervin,
10359,TRUE,TRUE,"I got bitches on my dick

They just ain't here yet nigga",
10360,FALSE,TRUE,I got bitches tho.. That's all I got.,
10361,TRUE,FALSE,I got dirty birds hey shoot like Larry bird hey,
10362,FALSE,TRUE,I got every reason to feel like I'm that bitch,
10363,FALSE,TRUE,I got good credit. So my bitch credit gotta match mine,
10364,FALSE,TRUE,I got hella hoes,
10365,FALSE,TRUE,I got hoes I got fuckin hoes I got fuckin hoes !!!,
10366,FALSE,TRUE,I got hoes in different area codes,
10367,FALSE,TRUE,I got hoes. I got hoes. I got hoes. I got hoes.,
10368,FALSE,TRUE,I got lean I got work I got bands my nigguh,
10369,FALSE,TRUE,I got money and hoes money and hoes,
10370,FALSE,TRUE,I got more private tracks than public on my soundcloud. I needa finish these joints so i can sick em on yall hoes,
10371,FALSE,TRUE,I got more trust in drugs then these dumb ass bitches,
10372,FALSE,TRUE,I got my dawg Norris some blue flames for his bday dat bitch couldn't even drink it.... but u no Pop alcoholic ass downed it,
10373,FALSE,FALSE,I got my eyes on this red bone,
10374,FALSE,TRUE,"I got my mind on my money, all I needs a bad bitch so I can ride round the city and spend this cash with",
10375,FALSE,TRUE,"I got my own legacy bitches, fuck yall legacy @ChavoDaGreat @JacobRyanBruhn",
10376,FALSE,TRUE,"I got my own rhythm and stroke patterns when I'm bout to nut, be still bitch.",
10377,FALSE,TRUE,I got no patience for hoes actin lame ima stop fuckin wit yo ass quick asl,
10378,FALSE,TRUE,"I got no pic up lines I stay on my grind I tell a bitch all the time ""bitch get in my car "" I got my 64 Ridin on Dayton spokes !",
10379,FALSE,TRUE,I got no respect for hoe shit,
10380,FALSE,TRUE,"I got so many horses , all the hoes say that its gorgeous ... 

In tha air dats where my doors issssss",
10381,FALSE,TRUE,I got some bitch ass coworkers. I stay late every day last week I don't complain about them mfs. They stay late they send emails that I left,
10382,FALSE,TRUE,I got some lightskin pussy one time and the bitch damn near had me bout to propose.,
10383,FALSE,TRUE,I got some yard work i need done....you got me? RT @MidCityAce: Control your excitement sir... &#8220;@11wdNICK: Lets gooooo Teena bitch!!!&#8221;,
10384,FALSE,TRUE,"I got something for your ass, keep thinking I'm pussy",
10385,FALSE,TRUE,I got soo many funny pictures from yesterday &#128514;&#128557; bitches was fucced,
10386,FALSE,TRUE,"I got the streets in a head lock, I got yo bitch in a leg lock",
10387,FALSE,TRUE,I got the streets ina headlock i got yo bitch ina leg lock i do not fuck with the fed cops!! &#10060;,
10388,FALSE,TRUE,"I got the streets ina headlock, i got yo bitch ina leg lock!",
10389,FALSE,TRUE,I got the streetz ina head lock...i got yo bitch ina leg lock!,
10390,FALSE,TRUE,I got these 5 dominican hoes that randomly hit me up every so often &amp; can't tell if they like me or tryna rob me.,
10391,FALSE,TRUE,I got this root beer chillin in the fridge imma crack that bitch open in a few,
10392,FALSE,TRUE,I got to get the trash out and make breakfast for the Frau and start laundry so y'all be good till I get back. Cracker Out!,
10393,FALSE,TRUE,I got yo bitch dick whipped,
10394,FALSE,TRUE,I got. A lot. Of hoes.... All up on my dick,
10395,FALSE,TRUE,I gotta a bad bitch and all she do is bake cookies,
10396,FALSE,TRUE,I gotta admit i used tell bitches everything they wanted to hear Bighead change my ways a lil bit,
10397,FALSE,TRUE,I gotta bad bitch. always got her hair fixed. always n the mall wit her friends buying outfits,
10398,FALSE,TRUE,I gotta big head yah bitch I think it's crown sized,
10399,TRUE,TRUE,I gotta bitch to suck my dick till I nut spit it on my gut and slurp that shit back up ain't that a slut,
10400,FALSE,TRUE,I gotta bottle of liq at the crib when I get off I'm hitting dat bitch bare&#128553;... the liq dat is!!!,
10401,FALSE,TRUE,I gotta get it while da gettin good my nigguh,
10402,FALSE,TRUE,I gotta give De Blasio credit. He is a man of his word. Nypd can't arrest niggas for weed anymore hahahaha fuuuuuck yoouuuuu bitch,
10403,FALSE,FALSE,I grew to hate blonde and primary colored weaves but that wouldn't stop me from requesting some good mouthwork.,
10404,FALSE,TRUE,I grew up ina jungle wit the gorilla snakes &amp; bird ass niggas &#128018;&#128013;&#128038;,
10405,TRUE,TRUE,I grew up with niggahs don't trust no niggah no love for niggahs,
10406,FALSE,TRUE,I guarantee there will b some hot twats out tonight in dresses with no leggings and open toed shoes.,
10407,FALSE,TRUE,I guess I just come off as a bitch to people &#128529;,
10408,FALSE,TRUE,I guess bitches got it twisted and think I'm weak or something.. Do I look weak? Do I look scary? Do I look like somebody you finna pick w|?,
10409,FALSE,TRUE,I guess niccas think if they owe you money for so long you'll forget! &#128530;&#128530;,
10410,TRUE,TRUE,I guess none of deez rappin ass niggas wanna throw dem bitches wit da big homie @gucci1017,
10411,FALSE,TRUE,I guess that OH was a bitch I don't! Ha,
10412,FALSE,TRUE,I had 14 fags in the space ae 3 hours? Excuse me? #confused #wheresshitgoing,
10413,TRUE,TRUE,I had a date wit Irene nd that bitch stood me up matter of fact she stood da whole city up thanx you fucking Cunt Irene up ur ass no grease,
10414,FALSE,TRUE,"I had a dope ass parlay this week with San Fran... woulda won, but them hoes ran back the pick 6. SHIT BE RIGGED YO!",
10415,FALSE,TRUE,"I had a dream I was in 4th grade again with my class except as my current self and remember thinking ""you're crazy, you become a hoe, moron""",
10416,FALSE,TRUE,"I had a dumbass dr do that on a c-4, I was just like this dumb bitch",
10417,FALSE,FALSE,I had froyo with brownies for dinner tonight. Being an adult is making these executive decisions,
10418,FALSE,TRUE,"I had liked this one bitch but, she always was in some shit causing some fucking drama",
10419,FALSE,TRUE,"I had the boldest side hoes, come out to me I front of my girl nd start touchin a nigguh",
10420,FALSE,TRUE,I had to hug the block. You bitches just wave at it,
10421,FALSE,TRUE,"I had to tell a bitch, I WANT THE LOVEEEEE",
10422,FALSE,TRUE,I had to unfollow some crazy asian bitch earlier lol I don't play,
10423,TRUE,TRUE,I had wack dick until I started messing with white hoes. They stuck around &amp; let a young goon practice on em.,
10424,FALSE,TRUE,I hardly text back so these hoes love to phone me,
10425,FALSE,FALSE,"I hate ""chunky"" pasta sauce. KEEP PESKY VEGETABLES WAY FROM ME",
10426,FALSE,FALSE,I hate Hashtag activism. No lie. I think 95% of it is trash.,
10427,FALSE,TRUE,"I hate a "" think she know how to out head type bitch foh """,
10428,TRUE,TRUE,"I hate a ""Hacked at 20k"" ass hoe..",
10429,TRUE,TRUE,"I hate a ""I used to talk to her/him"" nigga or bitch like foh hater &#128530; we never talked u jus know em",
10430,FALSE,TRUE,"I hate a bitch that love a bitch that say she love a nigga too
Confused ass bitch What you gon' do?
Is you gay bitch? Is you straight bitch?",
10431,FALSE,TRUE,I hate a don't get shit done ass nigguh,
10432,TRUE,TRUE,"I hate a extra ass bitch or an extra ass nigga . you're doing too much , just stop . It's unnecessary .",
10433,TRUE,TRUE,I hate a nosey bitch like mind yah business,
10434,TRUE,TRUE,I hate a ol fat disgusting Walmart working ass bitch.....,
10435,FALSE,TRUE,I hate a stuck up bitch. Likeeee stfu. You ain't shit special.,
10436,TRUE,TRUE,I hate a trash bad bitch,
10437,TRUE,TRUE,I hate a wishy washy bitch,
10438,TRUE,TRUE,I hate all these industry fags. I hope they all get the Nigerian Summer Flu,
10439,TRUE,TRUE,I hate baldheadass bitches &#128529; https://t.co/rs9jj9PSc3,
10440,FALSE,FALSE,"I hate being profiled. I'm not ""country"", I'm not a ""hick"". I'm Eric Dean Vestal, and I'm doing what makes me happy, not anything else.&#128076;&#128075;",
10441,TRUE,TRUE,I hate bitch made niggas that think as soon as they get some pussy theyre bad ass. Youre 18 as a junior and you bang freshman. #bitchnigga,
10442,TRUE,TRUE,I hate bitches but ugly and//or fat bitches are the worst,
10443,FALSE,TRUE,I hate bitches that fish for compliments,
10444,FALSE,TRUE,I hate bitches that have attitudes all the time,
10445,FALSE,TRUE,"I hate bitches that wear those fake ass ray bans, they're only $100 stop being cheap.",
10446,FALSE,TRUE,I hate bitches who thinks everyone wants their nasty ass like no &#9995; you're not cute &#128530;,
10447,FALSE,TRUE,I hate bitches with bad eyebrows,
10448,FALSE,TRUE,I hate bitches with thick eyebrows,
10449,TRUE,TRUE,I hate bitches. Thirsty ass bitches,
10450,FALSE,TRUE,"I hate drinking by myself. Everyone's so fucking boring now. Fuck you guys, I'll be fun by myself pussies &#9996;&#65039;",
10451,TRUE,FALSE,I hate dumb bitches,
10452,TRUE,TRUE,I hate fat bitches,
10453,FALSE,TRUE,"I hate females that push their asses out as they walk. You know you look like a retarded Flamingo, right?",
10454,TRUE,TRUE,I hate ghetto bitches with a passion..,
10455,FALSE,TRUE,I hate going to parties where really fat bitches go and act like theyre the shit because theyre at the party. Like damn Nessie im here too,
10456,FALSE,TRUE,I hate hoes,
10457,FALSE,TRUE,"I hate hoes who be looking all nice nshit with their hair and nails done, but they kids look like they BARELY survived a tornado",
10458,FALSE,TRUE,"I hate how girls bitch about 

E V E R Y T H I N G",
10459,FALSE,TRUE,I hate my dog's name.. It sounds so ghetto. &#128528;,
10460,FALSE,TRUE,"I hate people who talk loud, ignorant ass mother fuckers and ghetto people.",
10461,TRUE,TRUE,I hate pretty bitches that chill with lame niggas,
10462,FALSE,TRUE,I hate pulling into stores. Niggas be staring like they never seen a bitch drive a car with rims and a system. .,
10463,FALSE,TRUE,I hate pumpkin flavored items you other white bitches are crazy they're nasty &#128567;,
10464,FALSE,TRUE,I hate ratchet country hoes I'm ashamed,
10465,TRUE,TRUE,I hate self-rightous Black bitches.,
10466,FALSE,TRUE,I hate self-rightous bitches in general but my people really get on my fucking nerve sometimes.,
10467,FALSE,TRUE,I hate stupid bitches who cry for stupid reasons,
10468,FALSE,TRUE,"I hate takin out the trash, I always be expecting a big ass dog to be in the alley or like a raccoon to jump out the dumpster",
10469,FALSE,TRUE,I hate texting boring bitches,
10470,FALSE,FALSE,I hate that I wake up early the morning after I drink. But the fact that there was a cold yellow gatorade in the fridge gets me so happy,
10471,FALSE,TRUE,I hate that hoe ... She ain't bout shit,
10472,FALSE,TRUE,I hate that hoe oml &#128074;&#128074;&#128074;&#128074;&#128545;,
10473,TRUE,TRUE,"I hate that my mom says she trying to move out here... Like bitch the only reason your ""trying"" is because you don't have a place to live..",
10474,TRUE,TRUE,I hate that one random tear that comes out when you haven't blinked &#128560;like nigga stop being a bitch &#128162;,
10475,TRUE,FALSE,I hate that wee boy wae the squinty eyes in the game of thrones. #Suchaprick #hopehegetskilled,
10476,TRUE,TRUE,I hate that when I have assigned seats they sit me by the most annoying bitches in the whole class.,
10477,TRUE,TRUE,"I hate the f-ing bus, I hate the f-ing bus, high ho the dairy-0 I hate the f-ing bus!",
10478,TRUE,FALSE,I hate the ghetto trash at the special school across the street from my building. All of them will grow up to be criminals.,
10479,TRUE,FALSE,I hate the white trash cops who raped and murdered my infant daughters and son.,
10480,FALSE,TRUE,I hate these hoes that look thick from the front them she pass u &amp; her ass be missing,
10481,FALSE,TRUE,I hate this cookie built bitch &#128514;,
10482,TRUE,TRUE,I hate those kids in your class that are always complaining and just being a bitch/douche to the teacher,
10483,TRUE,TRUE,"I hate tht hoe I make it SO hard just to talk, dont I? I get off topic, Dont I??
 I get it poppin, Dont I? I'll end up stoppin, Wont I?",
10484,FALSE,TRUE,I hate twitter. Just a bunch of sexy bitches I can't have,
10485,FALSE,TRUE,I hate txtn this niggah man lol @YR_Killem,
10486,FALSE,TRUE,"I hate when I see a thick bitch on Instagram, then she show up looking like a teddy graham.",
10487,FALSE,TRUE,"I hate when I upload a pic with a caption that says ""me and my son"" and someone asks ""omg is that your son?"" ...No bitch I found him outside",
10488,FALSE,TRUE,"I hate when a bitch can't take a compliment: ""You're so pretty"" ""No I'm not, I'm ugly"" ""WELL SHIT, YOU UGLY THEN, DAMN.....",
10489,TRUE,TRUE,I hate when a bitch got fucked up teeth and she trynna smile in her pictures tf lmfao,
10490,FALSE,TRUE,"I hate when a girls all ""I'm single and I do single shit (be a lil thottie) cuff me if you have a problem"" like bitch I'll RKO your ass",
10491,FALSE,TRUE,"I hate when bitches ""been thinking"" smh",
10492,FALSE,TRUE,"I hate when bitches be like ""I love him so much 11/2/2012&lt;3!!!""",
10493,FALSE,TRUE,I hate when bitches get lame &#128078;,
10494,FALSE,TRUE,"I hate when bitches keep saying ""yassss like"" like bitch u sound stupid stfu",
10495,FALSE,TRUE,I hate when bitches only wanna talk to me is when their bf breaks up with them or theyre on break with their bf. No nigga. Fuck out my inbox,
10496,FALSE,TRUE,I hate when bitches post pictures with other cute bitches and don't tag em in it. That's low key very selfish as fuck,
10497,FALSE,TRUE,"I hate when bitches say ""bro"" and ""bruh""",
10498,FALSE,TRUE,"I hate when bitches think you expect something in return for buying them a cheap ass gift or food. This is MY life, let me live!",
10499,TRUE,TRUE,I hate when bitches try to talk shit with chipped nails,
10500,TRUE,TRUE,I hate when black people try and be white so bad ... Your a nigger,
10501,FALSE,TRUE,I hate when cute ass girls have wack af boyfriends like bitch youre settlling. Quit your settling and be with a real nigga,
10502,TRUE,FALSE,I hate when females try to sound like bird heads,
10503,TRUE,TRUE,"I hate when girls say ""I'm single but my heart is taken"" bitch, that nigga don't love you, hoe. Move on.",
10504,FALSE,TRUE,"I hate when girls say ""I'm single but my heart is taken"" bitch, that nigga don't love you. move on !!!",
10505,TRUE,TRUE,"I hate when girls say ""forever alone"" like shut up your ""forever a hoe"" not forever alone so shut up before I get your dick breath on me",
10506,FALSE,TRUE,I hate when hoes try to play the wifey roll,
10507,FALSE,TRUE,"I hate when hoes tweet about ""hoes""...? Okay, that aint hypocritical",
10508,FALSE,TRUE,I hate when i see a cold hoe tryna kick knowledge,
10509,FALSE,TRUE,I hate when my best friend gets a new bitch and barely chills with me,
10510,TRUE,TRUE,I hate when niggas come up to me and tell me they got this bitch off twitter or got her and it be a bitch I fuc wit lol smh,
10511,TRUE,TRUE,I hate when people ask if I shoot up!! I don't need that pussy shit to be bigger than you unswole niggas&#128075;,
10512,FALSE,TRUE,"I hate when people call me ""mate"". Were not in England you fucking twat",
10513,TRUE,TRUE,I hate when people have terrible coping skills and complain too much. Oh your mom died? How about you stop being a pussy.,
10514,FALSE,TRUE,I hate when people just randomly stop talking to you like give me a reason bitch,
10515,FALSE,TRUE,I hate when people organize plans and you end up reaching the destination before them...bitch don't ask me if I'm here,
10516,TRUE,TRUE,"I hate when people tell me I have to many tattoos, and they make me look ugly. Like bitch fuck you",
10517,FALSE,TRUE,I hate when people tweef and then delete the tweets. like yalls some hoes for that . I'm trying to read them,
10518,FALSE,TRUE,"I hate when ppl break up a fight like idc if they best friends, sisters, whatever let them bitches fight ctfuu",
10519,FALSE,TRUE,"I hate when ppl come to my house and make a mess in the bathroom, like bitch do I come to your house and play in the sink? noooo",
10520,TRUE,TRUE,I hate when those little white kids try and act black. Like bitch YOU ARE WHITE,
10521,TRUE,TRUE,I hate when white trash try to act like they're my equal. It only makes it that much clearer how white trash they are.,
10522,FALSE,TRUE,I hate yal I'd delete my twitter if I had somethin better to do bitch ass niggas,
10523,FALSE,FALSE,I hate yellow jackets can't feel arms and back lol,
10524,TRUE,TRUE,I hate you niccas! Lol http://t.co/NqSYeQhGOZ,
10525,FALSE,TRUE,I have 0 hoes &#128588;,
10526,FALSE,TRUE,I have a bitch face and a bitch voice to match it so its kinda hard making friends.,
10527,FALSE,FALSE,I have a feeling tonight will be trash.,
10528,FALSE,TRUE,I have all these EXTRA ASS unnecessary clothes &amp; cay wanna act like a lit hoe.,
10529,FALSE,TRUE,"I have better things to do, like drive my yellow fucking Lamborghini",
10530,FALSE,TRUE,I have finally come to terms with the fact I am at my highest bitch level when I don't eat! #needaSnickersanda2piece,
10531,FALSE,TRUE,"I have my work done a day after i get it, and everybody else be Scramblin' on Sunday. this the day of rest bitches..",
10532,FALSE,FALSE,I have never actually seen a yellow duck.,
10533,TRUE,FALSE,I have no clothes that make me look like a redneck but I tried my best &#128514;,
10534,FALSE,TRUE,I have no hoes man. I don't need those though &#128564;,
10535,TRUE,TRUE,I have no respect for people who cheat that shits just retarded,
10536,FALSE,TRUE,I have officially earned my right to bitch about things for the next two years! Yay!,
10537,TRUE,TRUE,I have one more day of fucking school. God nansemond is fucking retarded,
10538,FALSE,FALSE,I have really light colored eyebrows naturally and it's not ok,
10539,FALSE,TRUE,I have such a horrible perspective of time. I think I might be retarded smh,
10540,TRUE,TRUE,I have them bitches runnin wen dat pipe come DAMN,
10541,FALSE,FALSE,I have to dress up tomorrow for mock interviews and I still don't know how to tie the tie &#128530;,
10542,TRUE,TRUE,I have to hide these bitches or my sister gets them and eats all of them &#128520;,
10543,FALSE,TRUE,"I have to stop using ""bitch"" so often in my everyday conversations",
10544,FALSE,TRUE,"I have to tell you a secret,
""your a stupid hoe""",
10545,FALSE,TRUE,I have yet to understand why so many bytches getting the bull piercing? It's called a septic or something like that ...,
